dataset_id,split,file_name,source_relative_path,view_relative_path,sha256,exact_hash_group_size,object_count,class_ids_present
mio_full_s42_v1,train,00000020.jpg,train/00000020.jpg,images/train/00000020.jpg,32124960562567c1f4e0972a5c619ad30795f24ff3075142a1f92d3b714f23d8,1,1,3
mio_full_s42_v1,train,00000021.jpg,train/00000021.jpg,images/train/00000021.jpg,749c4c4f17e5a1cf7a271ab9b84cbed534794cb1d8668134c9f9cd9ac16e53f1,1,2,3
mio_full_s42_v1,train,00000022.jpg,train/00000022.jpg,images/train/00000022.jpg,4592cc1275b844d8efa0322a903986970ce58f2ac6dacbc63bbc9c683317e529,1,2,3;5
mio_full_s42_v1,train,00000023.jpg,train/00000023.jpg,images/train/00000023.jpg,df036f8ab650c14a7eacc2562abab7688ed44ca29cef0f79e0d8d36a54f80cda,1,4,3;8
mio_full_s42_v1,train,00000024.jpg,train/00000024.jpg,images/train/00000024.jpg,13fb778aa3f9843448ad0c1ea5738b4f678a95f1f9936aa3254198ac0e460e56,1,1,3
mio_full_s42_v1,val,00000025.jpg,train/00000025.jpg,images/val/00000025.jpg,26a2bfdbcf15a55b1b60309c6a6969fd1ee27f241c794b8964eccab3cb23af71,1,2,3;8
mio_full_s42_v1,train,00000026.jpg,train/00000026.jpg,images/train/00000026.jpg,dd4c68abef67df53100754fcccde2e4e2d9b43f23821bc7fede802fcd7fb5980,2,5,3;9
mio_full_s42_v1,val,00000027.jpg,train/00000027.jpg,images/val/00000027.jpg,052c36db43ba89683542fac2515690deddaa56604cd4e5c8a185f73a37800048,1,2,3;8
mio_full_s42_v1,train,00000028.jpg,train/00000028.jpg,images/train/00000028.jpg,6edd45894374758a61fc9be6925f3e3ffa2c5bd978b15f1e46aa097816197470,1,1,3
mio_full_s42_v1,train,00000029.jpg,train/00000029.jpg,images/train/00000029.jpg,dae21afbef60cf0667291d63210025aa82a65e67af7fdefcf90ec2c91854ac0e,1,2,3
mio_full_s42_v1,train,00000030.jpg,train/00000030.jpg,images/train/00000030.jpg,ee5758478fa199b51bf910c0ec343b30050e4c9ce09180529c4a2bcaf122dd06,2,2,3
mio_full_s42_v1,val,00000031.jpg,train/00000031.jpg,images/val/00000031.jpg,763c2564bfe7a0a5517e8559af2f380ab5831a1a98105d028669e28c57ddd371,1,6,0;3
mio_full_s42_v1,train,00000032.jpg,train/00000032.jpg,images/train/00000032.jpg,e3a076d816889b566000e82587471abf995df10204583dfe396c21a9f89aa539,1,3,3
mio_full_s42_v1,test,00000033.jpg,train/00000033.jpg,images/test/00000033.jpg,40f79418c504923dc0e0371ae884a517da9dd2e862bb2cf6edcc5ef342a408ae,1,1,8
mio_full_s42_v1,train,00000034.jpg,train/00000034.jpg,images/train/00000034.jpg,a41ed9b14ae7eed2a9ed0c023bd0dda34a4ba8643b230ac07a900dfacf5cc6ed,1,1,3
mio_full_s42_v1,test,00000035.jpg,train/00000035.jpg,images/test/00000035.jpg,ee23ef5a057cf595dd8ac294a01de021e3d8e22eae6a93c2b9d3edd797d0e6b2,1,2,3;9
mio_full_s42_v1,train,00000036.jpg,train/00000036.jpg,images/train/00000036.jpg,cb6896d8f4ba9812d323dceaa09e51719d2789ac7d5f44165634979325c7f1c8,1,2,3
mio_full_s42_v1,train,00000037.jpg,train/00000037.jpg,images/train/00000037.jpg,37e8d36e8559a8e386c51c3097bf524691f56eaffc49e8fce54be3df25ed39eb,2,1,8
mio_full_s42_v1,train,00000038.jpg,train/00000038.jpg,images/train/00000038.jpg,7e224e8b7e96e38be73fa8122abf845b041a334360b2438649b3acfec5a95398,1,1,3
mio_full_s42_v1,train,00000039.jpg,train/00000039.jpg,images/train/00000039.jpg,8a1d8e98af58766196768255f4ffdf7e0cbbb1630cb991498f0701ee38be8bb7,1,4,3;8
mio_full_s42_v1,train,00000040.jpg,train/00000040.jpg,images/train/00000040.jpg,13115dcc9275884879dcf39a24dd32d7b38a153084dd861ffc5d92789af29195,1,4,3
mio_full_s42_v1,train,00000041.jpg,train/00000041.jpg,images/train/00000041.jpg,31ea58590d886edad1b432209d700d54078a273896e5890c3dc0d46b97840db4,1,2,3
mio_full_s42_v1,train,00000042.jpg,train/00000042.jpg,images/train/00000042.jpg,dcc36d1d4f057e60cb2a5fe78426353b1e34dd8d0cc84b6f74042c3aa5176623,1,3,3
mio_full_s42_v1,train,00000043.jpg,train/00000043.jpg,images/train/00000043.jpg,bfdaa1c4ba53a5a958aa60a62f1b990a960738a8fbdfc9947714fd72d3ed3557,1,16,2;3;5;8;10
mio_full_s42_v1,train,00000044.jpg,train/00000044.jpg,images/train/00000044.jpg,7553cedeac42b6785368bba9c40cc51178af3f258b4fcab3f379c390d3d72aa5,1,2,3
mio_full_s42_v1,train,00000045.jpg,train/00000045.jpg,images/train/00000045.jpg,5e61a2c9d0067a3e4098ae1972767c78e98e514c1ab3b9f51aec127cdd2e8399,1,2,3
mio_full_s42_v1,train,00000046.jpg,train/00000046.jpg,images/train/00000046.jpg,8e5c0189b009b00931a3d11acc714bacf6b543fa4e3ad44a39ec4f943cfbf835,1,2,3
mio_full_s42_v1,train,00000047.jpg,train/00000047.jpg,images/train/00000047.jpg,e2d053bd58fa9c7d65f4092a7e32924f459fb266e1d6bba03927323a423e0ef2,1,7,3;5;7
mio_full_s42_v1,train,00000048.jpg,train/00000048.jpg,images/train/00000048.jpg,c51989cffe552b93df79962bac151f6e712ebfc0e2ab508ddd4a5b6fb076068c,2,7,3;8
mio_full_s42_v1,val,00000049.jpg,train/00000049.jpg,images/val/00000049.jpg,d14a61be7042286c62627b667a7cd0cae459f58500a45d603b6a17c59c732e53,1,4,3;5
mio_full_s42_v1,train,00000050.jpg,train/00000050.jpg,images/train/00000050.jpg,07f84bf798b36c050c95918ebd603d53fd7f2d91fdea8d8dae003e6351d9463f,1,5,8;10
mio_full_s42_v1,train,00000051.jpg,train/00000051.jpg,images/train/00000051.jpg,bcb37425c84a2380a31809e7b9fd938d2d6d658c1db40b4654d48cfc03c8971d,2,1,3
mio_full_s42_v1,train,00000052.jpg,train/00000052.jpg,images/train/00000052.jpg,bb011ff30627c48d76b08cea114c04e86b9e94dfcb453751ca452f80963650fb,2,4,3;8
mio_full_s42_v1,train,00000053.jpg,train/00000053.jpg,images/train/00000053.jpg,c74f202ea9d3e88bb9c893b24c037b46a1eee73c51ae2f8f4633f1e6046f35e6,1,3,3;5
mio_full_s42_v1,train,00000054.jpg,train/00000054.jpg,images/train/00000054.jpg,9f616d4b0433a566c5077ffc8395ab6331a1cf5c98616f0eed853a511d893774,1,3,3;5;8
mio_full_s42_v1,val,00000055.jpg,train/00000055.jpg,images/val/00000055.jpg,9b8f9f586b490eb8a5ad6e21350dc885e5b836b99170ed6e0cb53702d8cf3a67,1,1,8
mio_full_s42_v1,test,00000056.jpg,train/00000056.jpg,images/test/00000056.jpg,508893fdd6f39aece360ad94595b9db53fce1aa44080722ed80d3ed1b2a74771,1,2,3;8
mio_full_s42_v1,train,00000057.jpg,train/00000057.jpg,images/train/00000057.jpg,66745a38d53837130eaa290df8576cc0fb1c12cfb1b5c8dc39626cf05d384c6c,2,2,3;10
mio_full_s42_v1,test,00000058.jpg,train/00000058.jpg,images/test/00000058.jpg,21359ed238c0a6b218fe48df04e12c1f73eaf66334390fb24ee28bb08fcc27be,1,2,0;5
mio_full_s42_v1,train,00000059.jpg,train/00000059.jpg,images/train/00000059.jpg,d5b41384814283a639d17ae3cd57d00c759572bbc2e17b9b8f64029a92c8b66c,1,3,3;8
mio_full_s42_v1,train,00000060.jpg,train/00000060.jpg,images/train/00000060.jpg,78cf5a68323f95e4bc36c6dced5b4365ceb8712e4a72c1042a83fa8c70b462f9,1,9,3;5;8
mio_full_s42_v1,train,00000061.jpg,train/00000061.jpg,images/train/00000061.jpg,1d9de66339e8174078120df0a05ebdaad03e8887b0632e041106c25a8f85c2d8,1,1,3
mio_full_s42_v1,train,00000062.jpg,train/00000062.jpg,images/train/00000062.jpg,af4522eb89a34ef42855b60cfe86e0dc6aecd7a7700361c69affbdbcaa6d1262,1,4,3;8
mio_full_s42_v1,train,00000063.jpg,train/00000063.jpg,images/train/00000063.jpg,491cec62694f42c5d0001c58f7f3f2dc826b8918eaa0a5c289b1c9e48b29179b,2,2,3;10
mio_full_s42_v1,train,00000064.jpg,train/00000064.jpg,images/train/00000064.jpg,9b683b322d52540a94d037b8093c3cf473415b19f96629f274ffcf179ddef243,1,1,3
mio_full_s42_v1,train,00000065.jpg,train/00000065.jpg,images/train/00000065.jpg,b256dd57439704e7532f8770112b4f006609c75723a0255348e6a3ea13f969fb,1,2,3;8
mio_full_s42_v1,train,00000066.jpg,train/00000066.jpg,images/train/00000066.jpg,786df90a62a5fd73a51a193def8009c6cbe18af2676724a2270c7040fb25254e,2,1,8
mio_full_s42_v1,train,00000067.jpg,train/00000067.jpg,images/train/00000067.jpg,542f0638c72fef9eead5b10304c2acf26d93e586891b2a0ee9bd041fe7f58f09,1,2,3
mio_full_s42_v1,train,00000068.jpg,train/00000068.jpg,images/train/00000068.jpg,fdfa844fb50b0dc453dddfdb5b0dec4cca547e0674682ab322f319dc2fad7945,1,2,3
mio_full_s42_v1,train,00000069.jpg,train/00000069.jpg,images/train/00000069.jpg,4917acbd30f92a5d4d0de1bb2491c7941fd07e018ba0d079ab06ecba9bc4bf23,1,2,3
mio_full_s42_v1,val,00000070.jpg,train/00000070.jpg,images/val/00000070.jpg,5aeb2cf4927515396b873a375d7560d29857fcebefa7ee7c65197117203d0267,1,1,3
mio_full_s42_v1,train,00000071.jpg,train/00000071.jpg,images/train/00000071.jpg,60112e6ee0a873b176fa6c7b92ceecc2f21b686f8666c99fae70e8ba5940ee8f,1,3,3;5
mio_full_s42_v1,val,00000072.jpg,train/00000072.jpg,images/val/00000072.jpg,95cb7327ac84bf3fb679d0edce3d1ff2807caed799f94841112bd3c8c892af48,1,1,0
mio_full_s42_v1,test,00000073.jpg,train/00000073.jpg,images/test/00000073.jpg,1885030d9afb2b8a4272f560b8e14a069607ebc5f3f6bbed758d2f4c1002a405,1,10,1;3
mio_full_s42_v1,train,00000074.jpg,train/00000074.jpg,images/train/00000074.jpg,11346655f10753b4fbc95e41aa1c06d94ff12c853f5817748daab0c12926e051,1,2,3
mio_full_s42_v1,train,00000075.jpg,train/00000075.jpg,images/train/00000075.jpg,b9bc44be852fac1deb1fe38daee2afe6365551888575e911bbbcdd0365de84bc,2,3,3;8
mio_full_s42_v1,val,00000076.jpg,train/00000076.jpg,images/val/00000076.jpg,b4ab2b8288db3c66bf078e6cb76d3f2cafd2578331cb2efbf5583694088aa4fe,1,2,3
mio_full_s42_v1,train,00000077.jpg,train/00000077.jpg,images/train/00000077.jpg,58a267a3cf6465ebbe16edee624683bd3b95ec19f23dcd4f83f7df9c0868e7d8,1,4,3
mio_full_s42_v1,train,00000078.jpg,train/00000078.jpg,images/train/00000078.jpg,bfcfb1487d9209eb3626694d4ccb36c30035a4ffb0100a6109e4d51d33869d74,1,1,3
mio_full_s42_v1,train,00000079.jpg,train/00000079.jpg,images/train/00000079.jpg,4acae9ac6fa82f5aad5f9dbfda37bb3a8dc06b7bc940632851fbbd1dcd4e1139,1,5,3;10
mio_full_s42_v1,train,00000080.jpg,train/00000080.jpg,images/train/00000080.jpg,e28f08cb7bee14d34b87dd163f90227701dca3c3ca18563fe3677014ed421acd,2,4,3;5;10
mio_full_s42_v1,train,00000081.jpg,train/00000081.jpg,images/train/00000081.jpg,90aed06b3b27a280498e11ae2e2420a4d3d751d9cfb92b5458862fcdd4df41f5,1,2,3
mio_full_s42_v1,train,00000082.jpg,train/00000082.jpg,images/train/00000082.jpg,449f7ebd1fbb3d390a632bad0d497874d46181b037c1ae7706eb2cce30b111c6,2,4,3;10
mio_full_s42_v1,train,00000083.jpg,train/00000083.jpg,images/train/00000083.jpg,576f37817c33e2474fbe7305bfd94f4a2f47768afda9595afa2932d7fb3763bf,1,4,3;5
mio_full_s42_v1,train,00000084.jpg,train/00000084.jpg,images/train/00000084.jpg,a66c25f261b9c3469662b735ad768092c5fde206f5a5588a178bd8617d2fd2c3,1,1,3
mio_full_s42_v1,train,00000085.jpg,train/00000085.jpg,images/train/00000085.jpg,c8bb134a436e403bbcf19a43acfa96196217591eecdfc80a8c793f4917b5e11f,1,18,3;5
mio_full_s42_v1,test,00000086.jpg,train/00000086.jpg,images/test/00000086.jpg,61e0a41fca0962bb48e82fc437b1b77bfbb0541f5d5491ad1bf57706f38565f3,1,5,3;5
mio_full_s42_v1,train,00000087.jpg,train/00000087.jpg,images/train/00000087.jpg,497e20147e261775a0e27e4e0547e748a824d9d183f9ba88cb4fb305971654b4,1,7,2;3
mio_full_s42_v1,val,00000088.jpg,train/00000088.jpg,images/val/00000088.jpg,463b8f092c5daf58caf5386fa2b5cf2c776a360cf4c17db5a05a3527e7023a61,1,1,3
mio_full_s42_v1,val,00000089.jpg,train/00000089.jpg,images/val/00000089.jpg,d82b96a02be027d421cee390773ff76295fdb07d060c3d1af8a5c01c6865c10f,1,1,3
mio_full_s42_v1,test,00000090.jpg,train/00000090.jpg,images/test/00000090.jpg,41df8f1287e30e52c364d600dcc95e8124722ee1effe9d25260bd3991b1542f4,1,2,3;10
mio_full_s42_v1,train,00000091.jpg,train/00000091.jpg,images/train/00000091.jpg,439cb1e6fb46f938a2f98d4c3215de5ffb028352a53abe29bea8bcae657cd6cd,1,2,3
mio_full_s42_v1,train,00000092.jpg,train/00000092.jpg,images/train/00000092.jpg,f408151707c08bda490ee29fa8afd8d1e6c51563c8222bfbc5a15062b99b81dc,1,1,3
mio_full_s42_v1,train,00000093.jpg,train/00000093.jpg,images/train/00000093.jpg,c1519e4f5b991a8576291ba1945b2c53fea8af6418ef211360ae33e6594d07a9,1,3,3
mio_full_s42_v1,train,00000094.jpg,train/00000094.jpg,images/train/00000094.jpg,f54517bd155c6d634fe61373d7931cf698c35a852bb5752872121a1effe6ba33,1,2,0;3
mio_full_s42_v1,test,00000095.jpg,train/00000095.jpg,images/test/00000095.jpg,dcbfae138eca87c460d3cd180b113f83057b164a59f3f02705bbedc013805f01,1,1,2
mio_full_s42_v1,train,00000096.jpg,train/00000096.jpg,images/train/00000096.jpg,7c161b155cc13a119a297c3b561a47a0d57fa1041541826c09d554332dbddcb4,1,2,0;3
mio_full_s42_v1,train,00000097.jpg,train/00000097.jpg,images/train/00000097.jpg,7a17797f43499fb357726606cc389886ca9abf4773ec935f18c44c63f72bb21d,1,2,3
mio_full_s42_v1,train,00000098.jpg,train/00000098.jpg,images/train/00000098.jpg,743d2c6e9122c6ef76f5b625b651969cc7c106a10e83a8933fd6582d73ad7a00,1,8,3;8
mio_full_s42_v1,train,00000099.jpg,train/00000099.jpg,images/train/00000099.jpg,2a47732094ff6eb918abb336f610c0baff0d4150f176779602cb7f420cc0bb6f,1,6,3
mio_full_s42_v1,train,00000100.jpg,train/00000100.jpg,images/train/00000100.jpg,181cb8207c63bc3bbcb3e9892b43e62fe4ef130e1774a2f5142ff1822362ba82,1,1,3
mio_full_s42_v1,train,00000101.jpg,train/00000101.jpg,images/train/00000101.jpg,c4d707b2a2c4269eec81590d843762bec755e3273b8975de917d236c28e04107,1,2,2;3
mio_full_s42_v1,train,00000102.jpg,train/00000102.jpg,images/train/00000102.jpg,c9988fba9095d63388b32a8b5ab145f1f9cdccc77d895f1066dc1ba8efa1a427,2,3,3;8
mio_full_s42_v1,train,00000103.jpg,train/00000103.jpg,images/train/00000103.jpg,f5d253714b3d209d60c7de2e3eb2fb2c12ff2c32bae338d112bea25e09903149,1,1,2
mio_full_s42_v1,test,00000104.jpg,train/00000104.jpg,images/test/00000104.jpg,7eae83a42664e03544dc65e592a44241ee5462f8ff71a7fd650a716ebe815c7b,1,4,3;9
mio_full_s42_v1,train,00000105.jpg,train/00000105.jpg,images/train/00000105.jpg,a537d56dd7a5823a80e4831be38bee91b7ab675c8913b030e78dbecf01204afa,2,4,3;8
mio_full_s42_v1,train,00000106.jpg,train/00000106.jpg,images/train/00000106.jpg,f12ca1c12223106e491f153993f701c445fca716a8c504591bf11a728032f395,1,2,3
mio_full_s42_v1,train,00000107.jpg,train/00000107.jpg,images/train/00000107.jpg,b1875e405968f13bf3c0ef834633eb8b73511fb075efeb157af426f48a290be7,1,1,3
mio_full_s42_v1,train,00000108.jpg,train/00000108.jpg,images/train/00000108.jpg,7110d3355dda7dad196cf5310fd8a9bf50ac558ffc1c5863dfa993ce2e5cc74e,1,1,3
mio_full_s42_v1,train,00000109.jpg,train/00000109.jpg,images/train/00000109.jpg,75f6217dba538373f34a688a16fa0fbd825b517902115a5fd74f1b9ce0aee813,1,1,3
mio_full_s42_v1,train,00000110.jpg,train/00000110.jpg,images/train/00000110.jpg,c8f219ee13c6e4fc4bf47ce4149a880fce4213ee562c0c8989350874a93e96b9,1,2,3
mio_full_s42_v1,val,00000111.jpg,train/00000111.jpg,images/val/00000111.jpg,1f5966d58d0934912ed07f7022fccca0205e272990cbf4d5f21b18d63a13b2d7,1,5,3
mio_full_s42_v1,train,00000112.jpg,train/00000112.jpg,images/train/00000112.jpg,988ac43ea50f8bdb1015c7277f49a72980b85cb1bb14d9fa5f5a64ea4bc3b969,1,3,0;3
mio_full_s42_v1,train,00000113.jpg,train/00000113.jpg,images/train/00000113.jpg,284793f9367d5cb57d3c9a868d09ce26cc4b53df71ddb8de27422cbe7d058148,1,6,3
mio_full_s42_v1,train,00000114.jpg,train/00000114.jpg,images/train/00000114.jpg,6e3784819a7acef868bd67f527168d5b5aaeded64c3364041c75a62e876138b8,1,1,2
mio_full_s42_v1,train,00000115.jpg,train/00000115.jpg,images/train/00000115.jpg,960a9854fff22ea343dfbedf73c7cc80ce08eca160359f7400286c9f306b7fdf,1,1,3
mio_full_s42_v1,train,00000116.jpg,train/00000116.jpg,images/train/00000116.jpg,38a4951d4c83e13a9b2e62a43d853a460a058250fd2ea88bc3fc0be6ff40b380,1,1,3
mio_full_s42_v1,train,00000117.jpg,train/00000117.jpg,images/train/00000117.jpg,00ed1bdfac4410d3ec5677554eeea72b1670f15bb3e6fc85d408f58c9455aa10,1,2,3;8
mio_full_s42_v1,train,00000118.jpg,train/00000118.jpg,images/train/00000118.jpg,13b34a9b9d0fe7b4f840d8a7782c232af1bfb6b7a0ae9157105b6bb5e4ba94f6,1,5,1;7
mio_full_s42_v1,test,00000119.jpg,train/00000119.jpg,images/test/00000119.jpg,0b61e1e47ba8db859a3981b853f551899b3841388cc13eaaeb18bf1c46b09ebf,1,2,3;10
mio_full_s42_v1,test,00000120.jpg,train/00000120.jpg,images/test/00000120.jpg,e5934c646ec3254e30a5e29784ab2b454a3dc8efc6567b5cd4f0d4075e63a82e,1,1,3
mio_full_s42_v1,train,00000121.jpg,train/00000121.jpg,images/train/00000121.jpg,0a59995d542fd8df10a422269582c771845c97fb0b57b64e0a9021fde146177a,1,1,3
mio_full_s42_v1,train,00000122.jpg,train/00000122.jpg,images/train/00000122.jpg,2ba39e0a62c6f15143d867c3609f501ef3a8047900fd7f8afd088eabfe9571e2,1,3,3
mio_full_s42_v1,train,00000123.jpg,train/00000123.jpg,images/train/00000123.jpg,85db45955e4e12f5ae0b9f81359d0bdb0fe5112ceda0134091717e210133ca59,1,2,3
mio_full_s42_v1,train,00000124.jpg,train/00000124.jpg,images/train/00000124.jpg,3ff4744b581b6e638862763f36daf9ee71c62182f182ab04fabe5acbfc8bf7bd,1,3,3;5;7
mio_full_s42_v1,val,00000125.jpg,train/00000125.jpg,images/val/00000125.jpg,33cd0eda9aa85dda360ebdc5fa56e963b9289aed86b1bb53bfa26b9f0f111799,1,10,3
mio_full_s42_v1,train,00000126.jpg,train/00000126.jpg,images/train/00000126.jpg,c1bf1cc0b85a4b0cab246161804b58e5ac50ad61b0b7482fd13ebe14544c0cc4,1,4,3
mio_full_s42_v1,train,00000127.jpg,train/00000127.jpg,images/train/00000127.jpg,47652965ebb32406dde407ab4956bfb38e31ebb5ff3d6a2f490f20d371cfec4c,1,5,2;3
mio_full_s42_v1,val,00000128.jpg,train/00000128.jpg,images/val/00000128.jpg,1ddf4dd46b5065a6bef5a1aeae36cd285604813417abfba7832d4cdd727a4f30,1,1,3
mio_full_s42_v1,val,00000129.jpg,train/00000129.jpg,images/val/00000129.jpg,b296014aff4917c15ad153ff73d44b76a5bbc61c47a4f8620ad1a4e4bf5892f1,1,2,3
mio_full_s42_v1,train,00000130.jpg,train/00000130.jpg,images/train/00000130.jpg,92b08bb5d19ce0a8ecf3790f2b32e418ca8dbc4f5a543ab1531d546852c8cd37,2,11,3;5;8;10
mio_full_s42_v1,test,00000131.jpg,train/00000131.jpg,images/test/00000131.jpg,e352a4afc7f1fae785fc81685fb6b4d19de94b0359b24b57b26e516381d60a9e,1,3,3;10
mio_full_s42_v1,train,00000132.jpg,train/00000132.jpg,images/train/00000132.jpg,803360a3b3818d9a4c270d67692f5b262488df411165cb7a844e806977ef1dc5,1,4,3;6;8
mio_full_s42_v1,train,00000133.jpg,train/00000133.jpg,images/train/00000133.jpg,b26a20d6abc67c6dbe53259d2842b4006bc6aef2818c02c0b564fb4dccbf843a,1,1,3
mio_full_s42_v1,val,00000134.jpg,train/00000134.jpg,images/val/00000134.jpg,07e2a9d0e5d2b5855c3498b089e1478a0dd74aa3fd47c7d9a6afe2032b8bc0a9,1,8,3;10
mio_full_s42_v1,test,00000135.jpg,train/00000135.jpg,images/test/00000135.jpg,cf088cea2467416b0ae479d9b8ff096509103eaf14b800ca245dc62c26b214f6,1,3,5;8
mio_full_s42_v1,train,00000136.jpg,train/00000136.jpg,images/train/00000136.jpg,7c436a6bd282784a21ea21c8f6ca33c5b9c825faa4698691556967ed14d36d50,1,6,3;5;8;10
mio_full_s42_v1,train,00000137.jpg,train/00000137.jpg,images/train/00000137.jpg,f2902f84e4bf4f4e69a9e8fececbacf8acd2ef563395cbcae56dd9a0569547ec,1,6,3;5;8
mio_full_s42_v1,train,00000138.jpg,train/00000138.jpg,images/train/00000138.jpg,b2c125505dd91f0407afa5aa35f3350939b5a5e51de0f85bc9c568c43c5a3143,1,3,2;5;8
mio_full_s42_v1,train,00000139.jpg,train/00000139.jpg,images/train/00000139.jpg,a9dcf0676e82d6c4c3ba85d0011e24cbc5d69724c683b1223973fb4a528fdac6,1,2,5;8
mio_full_s42_v1,train,00000140.jpg,train/00000140.jpg,images/train/00000140.jpg,7c3c3d7e0100d74ff3e3d76eeea7193f1c7aed47e866ed2aad236a14196acb38,1,8,3;5;8
mio_full_s42_v1,test,00000141.jpg,train/00000141.jpg,images/test/00000141.jpg,60e41bc0a802fafb19cfb8c5b87c424eba30c9fe21394ae527deaedbb8090d72,1,1,3
mio_full_s42_v1,test,00000142.jpg,train/00000142.jpg,images/test/00000142.jpg,d141af39caa60effd87192de1defb084ba9ab1697b687d0a26b29956eef87f29,1,2,0;3
mio_full_s42_v1,val,00000143.jpg,train/00000143.jpg,images/val/00000143.jpg,f1c03902ca22d7958ca7853420338463148bd9ab7411939f42f32b67a51abcba,1,1,10
mio_full_s42_v1,train,00000144.jpg,train/00000144.jpg,images/train/00000144.jpg,d216fbb45d4854d4db35564e91490560fa83523a5d7321ddafdd8a8cbdfb540f,1,16,1;3;6;9
mio_full_s42_v1,train,00000145.jpg,train/00000145.jpg,images/train/00000145.jpg,0c13ff7611aaea95c0d1b693ceb6e4fe9e67b0a9c36cc00cc631e50299a87577,1,8,0;3
mio_full_s42_v1,train,00000146.jpg,train/00000146.jpg,images/train/00000146.jpg,79a16bdf4c2550d34275c8893f471ad510b8bc5d12143f56fc93ae7936f6d382,1,3,3;7
mio_full_s42_v1,train,00000147.jpg,train/00000147.jpg,images/train/00000147.jpg,42fca17a3aff090f8123abfee78be4b545e972524013acb2e3b3c7b94a6ad623,2,1,3
