dataset_id,split,image_id,file_name,source_relative_path,view_relative_path,width,height,ordinary_object_count,has_public_label,class_ids_present
acdc_snow_official_v1,train,1269,snow/train/GOPR0122/GOPR0122_frame_000248_rgb_anon.png,snow/train/GOPR0122/GOPR0122_frame_000248_rgb_anon.png,images/train/GOPR0122/GOPR0122_frame_000248_rgb_anon.png,1920,1080,7,True,2
acdc_snow_official_v1,train,1264,snow/train/GOPR0122/GOPR0122_frame_000265_rgb_anon.png,snow/train/GOPR0122/GOPR0122_frame_000265_rgb_anon.png,images/train/GOPR0122/GOPR0122_frame_000265_rgb_anon.png,1920,1080,8,True,0;2;3
acdc_snow_official_v1,train,1265,snow/train/GOPR0122/GOPR0122_frame_000275_rgb_anon.png,snow/train/GOPR0122/GOPR0122_frame_000275_rgb_anon.png,images/train/GOPR0122/GOPR0122_frame_000275_rgb_anon.png,1920,1080,16,True,0;2
acdc_snow_official_v1,train,1272,snow/train/GOPR0122/GOPR0122_frame_000287_rgb_anon.png,snow/train/GOPR0122/GOPR0122_frame_000287_rgb_anon.png,images/train/GOPR0122/GOPR0122_frame_000287_rgb_anon.png,1920,1080,1,True,2
acdc_snow_official_v1,train,1266,snow/train/GOPR0122/GOPR0122_frame_000294_rgb_anon.png,snow/train/GOPR0122/GOPR0122_frame_000294_rgb_anon.png,images/train/GOPR0122/GOPR0122_frame_000294_rgb_anon.png,1920,1080,13,True,2;3
acdc_snow_official_v1,train,1395,snow/train/GOPR0604/GOPR0604_frame_000496_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000496_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000496_rgb_anon.png,1920,1080,15,True,0;2;3
acdc_snow_official_v1,train,1390,snow/train/GOPR0604/GOPR0604_frame_000504_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000504_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000504_rgb_anon.png,1920,1080,21,True,0;2;3;6
acdc_snow_official_v1,train,1404,snow/train/GOPR0604/GOPR0604_frame_000515_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000515_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000515_rgb_anon.png,1920,1080,7,True,2;3
acdc_snow_official_v1,train,1399,snow/train/GOPR0604/GOPR0604_frame_000521_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000521_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000521_rgb_anon.png,1920,1080,3,True,0;2
acdc_snow_official_v1,train,1416,snow/train/GOPR0604/GOPR0604_frame_000527_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000527_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000527_rgb_anon.png,1920,1080,8,True,0;2;3
acdc_snow_official_v1,train,1412,snow/train/GOPR0604/GOPR0604_frame_000543_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000543_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000543_rgb_anon.png,1920,1080,1,True,2
acdc_snow_official_v1,train,1406,snow/train/GOPR0604/GOPR0604_frame_000558_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000558_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000558_rgb_anon.png,1920,1080,4,True,0;2;3
acdc_snow_official_v1,train,1396,snow/train/GOPR0604/GOPR0604_frame_000563_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000563_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000563_rgb_anon.png,1920,1080,7,True,0;2;3
acdc_snow_official_v1,train,1411,snow/train/GOPR0604/GOPR0604_frame_000568_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000568_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000568_rgb_anon.png,1920,1080,6,True,2
acdc_snow_official_v1,train,1387,snow/train/GOPR0604/GOPR0604_frame_000573_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000573_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000573_rgb_anon.png,1920,1080,9,True,0;2;7
acdc_snow_official_v1,train,1410,snow/train/GOPR0604/GOPR0604_frame_000578_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000578_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000578_rgb_anon.png,1920,1080,13,True,2;7
acdc_snow_official_v1,train,1400,snow/train/GOPR0604/GOPR0604_frame_000584_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000584_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000584_rgb_anon.png,1920,1080,5,True,2
acdc_snow_official_v1,train,1409,snow/train/GOPR0604/GOPR0604_frame_000593_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000593_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000593_rgb_anon.png,1920,1080,9,True,2;6
acdc_snow_official_v1,train,1398,snow/train/GOPR0604/GOPR0604_frame_000599_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000599_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000599_rgb_anon.png,1920,1080,4,True,2;4
acdc_snow_official_v1,train,1407,snow/train/GOPR0604/GOPR0604_frame_000609_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000609_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000609_rgb_anon.png,1920,1080,4,True,2;3
acdc_snow_official_v1,train,1414,snow/train/GOPR0604/GOPR0604_frame_000614_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000614_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000614_rgb_anon.png,1920,1080,6,True,2;3
acdc_snow_official_v1,train,1388,snow/train/GOPR0604/GOPR0604_frame_000619_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000619_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000619_rgb_anon.png,1920,1080,5,True,2
acdc_snow_official_v1,train,1401,snow/train/GOPR0604/GOPR0604_frame_000625_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000625_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000625_rgb_anon.png,1920,1080,5,True,2;3
acdc_snow_official_v1,train,1403,snow/train/GOPR0604/GOPR0604_frame_000632_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000632_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000632_rgb_anon.png,1920,1080,2,True,2;5
acdc_snow_official_v1,train,1394,snow/train/GOPR0604/GOPR0604_frame_000652_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000652_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000652_rgb_anon.png,1920,1080,3,True,2;3;5
acdc_snow_official_v1,train,1397,snow/train/GOPR0604/GOPR0604_frame_000672_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000672_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000672_rgb_anon.png,1920,1080,9,True,0;2;4
acdc_snow_official_v1,train,1408,snow/train/GOPR0604/GOPR0604_frame_000681_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000681_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000681_rgb_anon.png,1920,1080,5,True,0;4;7
acdc_snow_official_v1,train,1402,snow/train/GOPR0604/GOPR0604_frame_000693_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000693_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000693_rgb_anon.png,1920,1080,1,True,0
acdc_snow_official_v1,train,1392,snow/train/GOPR0604/GOPR0604_frame_000699_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000699_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000699_rgb_anon.png,1920,1080,3,True,2
acdc_snow_official_v1,train,1391,snow/train/GOPR0604/GOPR0604_frame_000704_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000704_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000704_rgb_anon.png,1920,1080,2,True,2
acdc_snow_official_v1,train,1413,snow/train/GOPR0604/GOPR0604_frame_000709_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000709_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000709_rgb_anon.png,1920,1080,5,True,1;2;4;5;7
acdc_snow_official_v1,train,1393,snow/train/GOPR0604/GOPR0604_frame_000714_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000714_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000714_rgb_anon.png,1920,1080,7,True,0;1;3;4;7
acdc_snow_official_v1,train,1389,snow/train/GOPR0604/GOPR0604_frame_000720_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000720_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000720_rgb_anon.png,1920,1080,12,True,0;2;3;4;5
acdc_snow_official_v1,train,1417,snow/train/GOPR0604/GOPR0604_frame_000740_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000740_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000740_rgb_anon.png,1920,1080,19,True,0;1;2;3;4;5;7
acdc_snow_official_v1,train,1405,snow/train/GOPR0604/GOPR0604_frame_000758_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000758_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000758_rgb_anon.png,1920,1080,9,True,0;1;2;3;4;7
acdc_snow_official_v1,train,1415,snow/train/GOPR0604/GOPR0604_frame_000768_rgb_anon.png,snow/train/GOPR0604/GOPR0604_frame_000768_rgb_anon.png,images/train/GOPR0604/GOPR0604_frame_000768_rgb_anon.png,1920,1080,4,True,2;3;4
acdc_snow_official_v1,train,1323,snow/train/GOPR0606/GOPR0606_frame_000479_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000479_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000479_rgb_anon.png,1920,1080,3,True,2
acdc_snow_official_v1,train,1310,snow/train/GOPR0606/GOPR0606_frame_000489_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000489_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000489_rgb_anon.png,1920,1080,4,True,0;2
acdc_snow_official_v1,train,1320,snow/train/GOPR0606/GOPR0606_frame_000494_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000494_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000494_rgb_anon.png,1920,1080,5,True,0;2
acdc_snow_official_v1,train,1294,snow/train/GOPR0606/GOPR0606_frame_000503_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000503_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000503_rgb_anon.png,1920,1080,5,True,2
acdc_snow_official_v1,train,1288,snow/train/GOPR0606/GOPR0606_frame_000508_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000508_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000508_rgb_anon.png,1920,1080,3,True,2
acdc_snow_official_v1,train,1275,snow/train/GOPR0606/GOPR0606_frame_000513_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000513_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000513_rgb_anon.png,1920,1080,7,True,0;1;2;3;7
acdc_snow_official_v1,train,1295,snow/train/GOPR0606/GOPR0606_frame_000520_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000520_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000520_rgb_anon.png,1920,1080,4,True,0;2;3
acdc_snow_official_v1,train,1282,snow/train/GOPR0606/GOPR0606_frame_000525_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000525_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000525_rgb_anon.png,1920,1080,7,True,2
acdc_snow_official_v1,train,1289,snow/train/GOPR0606/GOPR0606_frame_000530_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000530_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000530_rgb_anon.png,1920,1080,7,True,2
acdc_snow_official_v1,train,1281,snow/train/GOPR0606/GOPR0606_frame_000540_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000540_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000540_rgb_anon.png,1920,1080,4,True,0;2
acdc_snow_official_v1,train,1284,snow/train/GOPR0606/GOPR0606_frame_000545_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000545_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000545_rgb_anon.png,1920,1080,5,True,2
acdc_snow_official_v1,train,1304,snow/train/GOPR0606/GOPR0606_frame_000550_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000550_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000550_rgb_anon.png,1920,1080,4,True,2;4
acdc_snow_official_v1,train,1277,snow/train/GOPR0606/GOPR0606_frame_000555_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000555_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000555_rgb_anon.png,1920,1080,4,True,0;2;4
acdc_snow_official_v1,train,1325,snow/train/GOPR0606/GOPR0606_frame_000560_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000560_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000560_rgb_anon.png,1920,1080,4,True,0;2
acdc_snow_official_v1,train,1317,snow/train/GOPR0606/GOPR0606_frame_000593_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000593_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000593_rgb_anon.png,1920,1080,6,True,0;1;2;7
acdc_snow_official_v1,train,1280,snow/train/GOPR0606/GOPR0606_frame_000603_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000603_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000603_rgb_anon.png,1920,1080,5,True,2
acdc_snow_official_v1,train,1291,snow/train/GOPR0606/GOPR0606_frame_000618_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000618_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000618_rgb_anon.png,1920,1080,9,True,1;2;7
acdc_snow_official_v1,train,1306,snow/train/GOPR0606/GOPR0606_frame_000626_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000626_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000626_rgb_anon.png,1920,1080,8,True,0;1;2;7
acdc_snow_official_v1,train,1287,snow/train/GOPR0606/GOPR0606_frame_000661_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000661_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000661_rgb_anon.png,1920,1080,3,True,2
acdc_snow_official_v1,train,1309,snow/train/GOPR0606/GOPR0606_frame_000666_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000666_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000666_rgb_anon.png,1920,1080,4,True,2
acdc_snow_official_v1,train,1296,snow/train/GOPR0606/GOPR0606_frame_000677_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000677_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000677_rgb_anon.png,1920,1080,8,True,0;2;4
acdc_snow_official_v1,train,1278,snow/train/GOPR0606/GOPR0606_frame_000683_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000683_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000683_rgb_anon.png,1920,1080,11,True,0;1;2;7
acdc_snow_official_v1,train,1303,snow/train/GOPR0606/GOPR0606_frame_000723_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000723_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000723_rgb_anon.png,1920,1080,11,True,0;2;4;5
acdc_snow_official_v1,train,1307,snow/train/GOPR0606/GOPR0606_frame_000741_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000741_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000741_rgb_anon.png,1920,1080,2,True,2;4
acdc_snow_official_v1,train,1279,snow/train/GOPR0606/GOPR0606_frame_000750_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000750_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000750_rgb_anon.png,1920,1080,8,True,0;2;6
acdc_snow_official_v1,train,1308,snow/train/GOPR0606/GOPR0606_frame_000784_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000784_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000784_rgb_anon.png,1920,1080,5,True,2
acdc_snow_official_v1,train,1322,snow/train/GOPR0606/GOPR0606_frame_000799_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000799_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000799_rgb_anon.png,1920,1080,3,True,2;3;5
acdc_snow_official_v1,train,1311,snow/train/GOPR0606/GOPR0606_frame_000804_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000804_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000804_rgb_anon.png,1920,1080,3,True,2;3
acdc_snow_official_v1,train,1300,snow/train/GOPR0606/GOPR0606_frame_000809_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000809_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000809_rgb_anon.png,1920,1080,5,True,0;2;3
acdc_snow_official_v1,train,1305,snow/train/GOPR0606/GOPR0606_frame_000814_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000814_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000814_rgb_anon.png,1920,1080,4,True,2;3
acdc_snow_official_v1,train,1313,snow/train/GOPR0606/GOPR0606_frame_000822_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000822_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000822_rgb_anon.png,1920,1080,4,True,0;2;3
acdc_snow_official_v1,train,1302,snow/train/GOPR0606/GOPR0606_frame_000836_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000836_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000836_rgb_anon.png,1920,1080,13,True,0;2;3;7
acdc_snow_official_v1,train,1283,snow/train/GOPR0606/GOPR0606_frame_000845_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000845_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000845_rgb_anon.png,1920,1080,5,True,0;2;3
acdc_snow_official_v1,train,1315,snow/train/GOPR0606/GOPR0606_frame_000878_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000878_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000878_rgb_anon.png,1920,1080,12,True,0;2;3
acdc_snow_official_v1,train,1314,snow/train/GOPR0606/GOPR0606_frame_000885_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000885_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000885_rgb_anon.png,1920,1080,10,True,0;2;3
acdc_snow_official_v1,train,1316,snow/train/GOPR0606/GOPR0606_frame_000893_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000893_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000893_rgb_anon.png,1920,1080,6,True,2;3
acdc_snow_official_v1,train,1319,snow/train/GOPR0606/GOPR0606_frame_000899_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000899_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000899_rgb_anon.png,1920,1080,7,True,2;3
acdc_snow_official_v1,train,1321,snow/train/GOPR0606/GOPR0606_frame_000909_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000909_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000909_rgb_anon.png,1920,1080,2,True,0;3
acdc_snow_official_v1,train,1276,snow/train/GOPR0606/GOPR0606_frame_000919_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000919_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000919_rgb_anon.png,1920,1080,1,True,3
acdc_snow_official_v1,train,1318,snow/train/GOPR0606/GOPR0606_frame_000929_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000929_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000929_rgb_anon.png,1920,1080,6,True,0;2;3;6
acdc_snow_official_v1,train,1290,snow/train/GOPR0606/GOPR0606_frame_000934_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000934_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000934_rgb_anon.png,1920,1080,12,True,0;2;3;5
acdc_snow_official_v1,train,1301,snow/train/GOPR0606/GOPR0606_frame_000945_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000945_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000945_rgb_anon.png,1920,1080,5,True,0;2;3
acdc_snow_official_v1,train,1285,snow/train/GOPR0606/GOPR0606_frame_000965_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000965_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000965_rgb_anon.png,1920,1080,6,True,0;2
acdc_snow_official_v1,train,1298,snow/train/GOPR0606/GOPR0606_frame_000988_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000988_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000988_rgb_anon.png,1920,1080,15,True,0;2;3
acdc_snow_official_v1,train,1312,snow/train/GOPR0606/GOPR0606_frame_000994_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_000994_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_000994_rgb_anon.png,1920,1080,1,True,2
acdc_snow_official_v1,train,1292,snow/train/GOPR0606/GOPR0606_frame_001004_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_001004_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_001004_rgb_anon.png,1920,1080,6,True,0;2
acdc_snow_official_v1,train,1297,snow/train/GOPR0606/GOPR0606_frame_001009_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_001009_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_001009_rgb_anon.png,1920,1080,6,True,0;2
acdc_snow_official_v1,train,1293,snow/train/GOPR0606/GOPR0606_frame_001019_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_001019_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_001019_rgb_anon.png,1920,1080,8,True,2;3;7
acdc_snow_official_v1,train,1286,snow/train/GOPR0606/GOPR0606_frame_001024_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_001024_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_001024_rgb_anon.png,1920,1080,5,True,0;2;5;7
acdc_snow_official_v1,train,1299,snow/train/GOPR0606/GOPR0606_frame_001034_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_001034_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_001034_rgb_anon.png,1920,1080,2,True,2;5
acdc_snow_official_v1,train,1324,snow/train/GOPR0606/GOPR0606_frame_001040_rgb_anon.png,snow/train/GOPR0606/GOPR0606_frame_001040_rgb_anon.png,images/train/GOPR0606/GOPR0606_frame_001040_rgb_anon.png,1920,1080,6,True,2;5
acdc_snow_official_v1,train,1537,snow/train/GOPR0607/GOPR0607_frame_000038_rgb_anon.png,snow/train/GOPR0607/GOPR0607_frame_000038_rgb_anon.png,images/train/GOPR0607/GOPR0607_frame_000038_rgb_anon.png,1920,1080,6,True,0;2;6;7
acdc_snow_official_v1,train,1555,snow/train/GOPR0607/GOPR0607_frame_000058_rgb_anon.png,snow/train/GOPR0607/GOPR0607_frame_000058_rgb_anon.png,images/train/GOPR0607/GOPR0607_frame_000058_rgb_anon.png,1920,1080,8,True,0;2
acdc_snow_official_v1,train,1556,snow/train/GOPR0607/GOPR0607_frame_000078_rgb_anon.png,snow/train/GOPR0607/GOPR0607_frame_000078_rgb_anon.png,images/train/GOPR0607/GOPR0607_frame_000078_rgb_anon.png,1920,1080,18,True,0;2;5
acdc_snow_official_v1,train,1518,snow/train/GOPR0607/GOPR0607_frame_000098_rgb_anon.png,snow/train/GOPR0607/GOPR0607_frame_000098_rgb_anon.png,images/train/GOPR0607/GOPR0607_frame_000098_rgb_anon.png,1920,1080,18,True,0;1;2;5;7
acdc_snow_official_v1,train,1528,snow/train/GOPR0607/GOPR0607_frame_000118_rgb_anon.png,snow/train/GOPR0607/GOPR0607_frame_000118_rgb_anon.png,images/train/GOPR0607/GOPR0607_frame_000118_rgb_anon.png,1920,1080,14,True,0;2
acdc_snow_official_v1,train,1544,snow/train/GOPR0607/GOPR0607_frame_000130_rgb_anon.png,snow/train/GOPR0607/GOPR0607_frame_000130_rgb_anon.png,images/train/GOPR0607/GOPR0607_frame_000130_rgb_anon.png,1920,1080,8,True,0;2;7
acdc_snow_official_v1,train,1513,snow/train/GOPR0607/GOPR0607_frame_000139_rgb_anon.png,snow/train/GOPR0607/GOPR0607_frame_000139_rgb_anon.png,images/train/GOPR0607/GOPR0607_frame_000139_rgb_anon.png,1920,1080,10,True,0;2
